sigma,rho,Y,K,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,Y_seed_min,Y_seed_max,n_seeds,frac_seeds_collapsed,collapsed,mixed_basin,Y_band_rel,binding,c0
0.05,0.35,58.83201771153534,190.71084977437417,9.535542483145708,49.29647522838963,32.8,0.672,0.3513145430204419,0.5120135414510577,0.3486854569795581,0.4779146067966081,0.9130215776552951,0.3517949979576161,0.3268499445061325,63.606104500417906,61.24904191721406,0.6731500554826347,0.0,0.9,0.14999999999999997,0.11499999999999999,0.7350000000000001,0.0,0.0,92.32463533748826,20,0.3,False,True,1.5692923501310738,capital,1.0
0.05,0.4,89.74605803780018,324.62658402360444,16.22699145392864,73.51906658387156,49.37647058823529,0.5062352941176471,0.49516884241011905,0.5120135414510577,0.504831157589881,0.665678699095511,0.9084123366378408,0.17040843190957342,0.13849116172230153,108.26936640134409,104.25836032443287,0.8615046177785934,0.0,0.9,0.7954901960784314,0.0941176470588235,0.1103921568627451,0.0,83.5515277246705,96.41395306043592,20,0.0,False,False,0.1433202261691302,demand,1.0
0.05,0.45,94.18363947394269,371.824849395863,18.581846605701475,75.60179286824122,51.74313725490195,0.48256862745098034,0.4944486978952152,0.5120135414510577,0.5055513021047849,0.6461048722866163,0.907352430960265,0.2401183819072133,0.21092328053291481,124.0054473182739,119.41750602926939,0.7890380528791632,0.0,0.9,0.99,0.009999999999999998,0.0,0.0,87.26212834254689,98.30113746901314,20,0.0,False,False,0.11720728980239037,demand,1.0
0.05,0.5,99.45502264660524,423.9110656106471,21.19669400986424,78.25832863674101,54.62549019607843,0.45374509803921564,0.49432363502802323,0.5120135414510577,0.5056763649719768,0.6227354046926376,0.9073315143100997,0.2955271697945041,0.2689526870435528,141.27074917284241,136.1438372519678,0.7310515208895934,0.0,0.9,1.0,0.0,0.0,0.0,94.67286042729981,109.24423969725143,20,0.0,False,False,0.14651225128899,demand,1.0
0.05,0.55,104.6941281871688,479.34184713360884,23.967092356680478,80.72703583048832,57.5,0.425,0.494297134946651,0.5120135414510577,0.505702865053349,0.5982542072485402,0.9064625706244313,0.34073906628403666,0.3195156737254116,158.8538213169912,153.94629577726218,0.6804843262745884,0.0,0.9,1.0,0.0,0.0,0.0,98.3206058811053,112.88825307885028,20,0.0,False,False,0.13914483505418201,demand,1.0
0.05,0.6,112.2517498316408,550.8729714441002,27.54364857220505,84.70810125943572,61.65,0.38350000000000006,0.49429074901460857,0.5120135414510577,0.5057092509853914,0.5641504912164808,0.90591938813416,0.3608606571731186,0.3572543362469519,175.58951346365504,174.63289077320968,0.6347323804378792,0.0,0.9,1.0,0.0,0.0,0.0,105.60567627866742,120.17236623987739,20,0.0,False,False,0.1297680435544,demand,1.0
0.05,0.65,119.53529560359519,624.6697067914449,31.233485339572304,88.30181026402286,65.65,0.34349999999999997,0.49428915811630514,0.5120135414510577,0.5057108418836949,0.529817719819806,0.9052703222370114,0.33986945361687104,0.33986945361687104,181.05143007861707,181.05143007861707,0.5961210708748906,0.0,0.9,1.0,0.0,0.0,0.0,109.24768951896769,125.63500777549943,20,0.0,False,False,0.13709187879432383,demand,1.0
0.3,0.35,90.6328810081309,290.859233531755,14.529255983416107,76.10362502471479,50.753921568627455,0.49246078431372553,0.503816010511918,0.5488409715364094,0.49618398948808196,0.6590585448923301,0.9087830519190577,0.28072874428811034,0.1302108975297069,126.0155547453597,104.24183417610027,0.8698142881558832,0.0,0.9,0.9290196078431372,0.07098039215686273,0.0,0.0,88.02083633837769,92.91321439296266,20,0.0,False,False,0.053980167022893814,demand,1.0
0.3,0.4,87.77700427159047,316.61980207332806,15.810538800082302,71.96646547150817,46.85686274509804,0.5314313725490196,0.48034632223599355,0.5488409715364094,0.5196536777640064,0.6878736442619815,0.908733221612691,0.34264540394224197,0.22630689992260522,133.52384969804103,113.47537999566453,0.7738465516536805,0.0,0.9,0.9992156862745099,0.000784313725490196,0.0,0.0,85.95919057857277,92.11560192252935,20,0.0,False,False,0.07013694982011519,demand,1.0
0.3,0.45,89.71754400298252,358.58188078752994,17.957308341616802,71.76023566136573,46.47352941176471,0.535264705882353,0.4661781392073652,0.5488409715364094,0.5338218607926348,0.6911206388315085,0.908508960629467,0.37840845835146675,0.3015923596686058,144.31867927873503,128.50383935562016,0.6984313233213558,0.0,0.9,1.0,0.0,0.0,0.0,86.66507344698526,94.44633985449266,20,0.0,False,False,0.08673071130044227,demand,1.0
0.3,0.5,90.66116402550196,394.877963446599,19.685714062425,70.97544996307697,46.09313725490196,0.5390686274509805,0.4575426307359405,0.5488409715364094,0.5424573692640595,0.6927129441662764,0.9081828663286637,0.4052094658621746,0.3592380866092672,152.40992761448175,141.5295967646302,0.6407320311131716,0.0,0.9,1.0,0.0,0.0,0.0,87.03422240835901,94.7871719353616,20,0.0,False,False,0.08551566274641882,demand,1.0
0.3,0.55,93.55734111477315,438.8767432564132,21.96956592325169,71.58777519152146,46.94607843137255,0.5305392156862745,0.45162488573083837,0.5488409715364094,0.5483751142691616,0.6853978184260575,0.9077989274502205,0.4180298255971757,0.40298695791385075,160.72633577436906,156.7461537303062,0.5952029752976741,0.0,0.9,1.0,0.0,0.0,0.0,89.54683369939028,100.0889324828578,20,0.0,False,False,0.11268061552256828,demand,1.0
0.3,0.6,96.79937414803429,486.71771059768815,24.351326532527192,72.4480476155071,48.09019607843137,0.5190980392156863,0.4471476558820905,0.5488409715364094,0.5528523441179095,0.6756834707329928,0.9073264257539163,0.42488631652720094,0.4242537011416242,168.26003262663585,168.07840936618516,0.5554186213823435,0.0,0.9,1.0,0.0,0.0,0.0,90.36489949820226,102.96042527267386,20,0.0,False,False,0.13011990919703043,demand,1.0
0.3,0.65,102.88583665850089,554.6687775936456,27.778473671744358,75.10736298675653,50.694117647058825,0.49305882352941177,0.44346518158079107,0.5488409715364094,0.5565348184192089,0.6559136057620749,0.9072691311175036,0.4184280837404216,0.4184280837404216,176.8617642244839,176.8617642244839,0.5180083110279334,0.0,0.9,1.0,0.0,0.0,0.0,98.69885258611512,109.85563159565018,20,0.0,False,False,0.10843843401465146,demand,1.0
0.4,0.35,91.25373447434586,287.9420609653574,14.385730185203121,76.86800428914275,51.48823529411764,0.4851176470588235,0.5076174974079888,0.5643032549995192,0.4923825025920112,0.653283404942266,0.9082165456066358,0.30364782676937213,0.1576648287340086,131.04064648393395,108.3587158549258,0.8425219308568304,0.0,0.9,0.9929411764705882,0.007058823529411766,0.0,0.0,89.22256496117708,95.97522665770856,20,0.0,False,False,0.07399874356298097,demand,1.0
0.4,0.4,88.1207093071207,314.2124132489847,15.700975721502369,72.41973358561833,47.08039215686274,0.5291960784313725,0.4806883234199074,0.5643032549995192,0.5193116765800926,0.6867300028235009,0.9083958693815053,0.35977224418475917,0.25446386084907546,137.62772861306829,118.24411201206894,0.7455158029764668,0.0,0.9,1.0,0.0,0.0,0.0,84.82139277449565,91.44070373890513,20,0.0,False,False,0.0751164058534717,demand,1.0
0.4,0.45,88.36586963491294,351.2516758138366,17.534735632092524,70.83113400282043,45.42254901960784,0.5457745098039216,0.4625768970035355,0.5643032549995192,0.5374231029964645,0.6993001122054049,0.9084525391601238,0.3945604137790444,0.331202204467617,145.9374972719259,132.18656955699055,0.6690524120454083,0.0,0.9,1.0,0.0,0.0,0.0,85.09736163992139,92.97286179567325,20,0.0,False,False,0.08912377808637886,demand,1.0
0.4,0.5,89.7539368044988,388.8960000875501,19.495979403117474,70.25795740138133,44.983333333333334,0.5501666666666667,0.4510572053542325,0.5643032549995192,0.5489427946457675,0.702162816908521,0.9084120187922655,0.41477177076218136,0.38636284804912113,153.34141046890883,146.3349736939884,0.6137544695999606,0.0,0.9,1.0,0.0,0.0,0.0,85.4149164144309,93.348641046324,20,0.0,False,False,0.08839416870564981,demand,1.0
0.4,0.55,92.28849538530812,435.1036446835954,21.778395839755085,70.51009954555303,45.30098039215686,0.5469901960784315,0.44175543426177055,0.5643032549995192,0.5582445657382294,0.6994496407007653,0.9079967393738582,0.42772502574793325,0.42627060724529453,161.24523112252217,160.8485379743914,0.5640249724430519,0.0,0.9,1.0,0.0,0.0,0.0,88.7606378165956,96.97813212640092,20,0.0,False,False,0.08904137265969017,demand,1.0
0.4,0.6,95.22942372250603,483.1134537230634,24.184283177562488,71.04514054494355,46.010784313725495,0.5398921568627452,0.43483385027215543,0.5643032549995192,0.5651661497278445,0.6935372541798355,0.9076849336071854,0.43412496717961513,0.43412496717961513,168.2553982749484,168.2553982749484,0.5240695040279747,0.0,0.9,1.0,0.0,0.0,0.0,90.92033272539719,100.09440435281473,20,0.0,False,False,0.09633652361638091,demand,1.0
0.4,0.65,97.69481649093822,528.5867364240936,26.462461046764872,71.23235544417335,46.627450980392155,0.5337254901960785,0.4295635144514393,0.5643032549995192,0.5704364855485606,0.6874637398261334,0.9072953344189447,0.4385534239902761,0.4385534239902761,173.95876764187537,173.95876764187537,0.4914603300454159,0.0,0.9,1.0,0.0,0.0,0.0,91.98379746145585,103.66042058027381,20,0.0,False,False,0.11952141923416207,demand,1.0
0.5,0.35,91.82247991720253,282.9705858446437,14.117541301130023,77.7049386160725,52.42647058823529,0.4757352941176471,0.5136318940397739,0.580201151367446,0.48636810596022606,0.6458436841544885,0.908455293416065,0.31286363024603536,0.18133868056243638,133.62559003223504,112.18748318413898,0.8185755244926511,0.0,0.9,0.9982352941176471,0.0017647058823529412,0.0,0.0,89.08698287626143,95.60005944400605,20,0.0,False,False,0.0709311769146024,demand,1.0
0.5,0.4,88.73137965055454,311.85335527578343,15.591189730173136,73.1401899203814,47.575490196078434,0.5242450980392157,0.4824204609496518,0.580201151367446,0.5175795390503481,0.6837343441097266,0.9085931963532408,0.36673943750815746,0.28208572529583503,140.10566722095842,123.63051919801065,0.7180828969584134,0.0,0.9,1.0,0.0,0.0,0.0,85.24916360762265,91.92976239150723,20,0.0,False,False,0.07529014887624172,demand,1.0
0.5,0.45,87.88070271481361,344.968369050314,17.205379087056713,70.67532362775688,45.08235294117647,0.5491764705882354,0.4615878208200165,0.580201151367446,0.5384121791799835,0.7024763239857994,0.9087454925198826,0.4014822140655462,0.3573176592481014,146.80926386846983,136.76858237272612,0.6428219348139749,0.0,0.9,1.0,0.0,0.0,0.0,83.94367031717661,91.32524841814327,20,0.0,False,False,0.083995437825765,demand,1.0
0.5,0.5,88.72288774663387,382.5477745605153,19.128074143503394,69.59481360313048,44.03235294117647,0.5596764705882353,0.44662425023072305,0.580201151367446,0.5533757497692771,0.7099319178983763,0.9082222796912589,0.4224657164850386,0.41319631506526777,153.61006782078806,151.2279931962852,0.5853158124410178,0.0,0.9,1.0,0.0,0.0,0.0,85.83506131068951,92.24878778061296,20,0.0,False,False,0.07228942421530662,demand,1.0
0.5,0.55,90.63664360789303,427.39577638260505,21.322596671024154,69.31404693686888,43.75,0.5625000000000001,0.4343958813387041,0.580201151367446,0.5656041186612959,0.7119425822171717,0.9080956740821862,0.43635319413534984,0.43635319413534984,160.7802583402276,160.7802583402276,0.5350288776301607,0.0,0.9,1.0,0.0,0.0,0.0,85.3354359253957,94.42741546822052,20,0.0,False,False,0.10031240325003658,demand,1.0
0.5,0.6,93.57021701563465,475.9364169069484,23.817015980240164,69.75320103539448,44.23725490196078,0.5576274509803922,0.4254772145956448,0.580201151367446,0.5745227854043552,0.7082728103362734,0.9082075347359926,0.44173273545608166,0.44173273545608166,167.579740680119,167.579740680119,0.4962013401438098,0.0,0.9,1.0,0.0,0.0,0.0,88.58316580354109,97.49030800251968,20,0.0,False,False,0.09519206520051456,demand,1.0
0.5,0.65,95.96169218655655,523.5172555542615,26.157095638303975,69.80459654825258,44.55882352941176,0.5544117647058824,0.41789787942966283,0.580201151367446,0.5821021205703373,0.7049042251302404,0.9076488003956538,0.44692218046025,0.44692218046025,173.48378762911096,173.48378762911096,0.46249540179411686,0.0,0.9,1.0,0.0,0.0,0.0,92.39980385311468,99.48581982802436,20,0.0,False,False,0.07384213234937491,demand,1.0
0.6,0.35,93.10630065604583,279.69105741418065,14.003772382763959,79.10252827328188,53.8343137254902,0.461656862745098,0.5202206074783743,0.596546932993319,0.4797793925216257,0.6348352667284887,0.9081369652064122,0.31321163890114895,0.20570969377216572,135.56391912936994,117.23113251756058,0.7944380978946229,0.0,0.9,1.0,0.0,0.0,0.0,91.26640219151471,95.16748666205591,20,0.0,False,False,0.04189925325196429,demand,1.0
0.6,0.4,88.9500650348458,305.7630072413439,15.31994769751202,73.63011733733379,48.122549019607845,0.5187745098039216,0.4867656041732129,0.596546932993319,0.5132343958267871,0.679331732330059,0.9083055841188594,0.36893961453735363,0.3058238405506273,140.94197245736137,128.15619943511646,0.6943554679895438,0.0,0.9,1.0,0.0,0.0,0.0,86.2322540908419,91.87306724068522,20,0.0,False,False,0.06341550337971699,demand,1.0
0.6,0.45,88.1192775690117,340.17693711093904,17.042583039005283,71.07669453000642,45.31666666666667,0.5468333333333334,0.4627025947501952,0.596546932993319,0.5372974052498047,0.7012179951390665,0.9088088072041666,0.40225275809739836,0.3817160640468993,147.40683411650406,142.57535306937947,0.618421697809629,0.0,0.9,1.0,0.0,0.0,0.0,84.18267635434731,90.68722632619692,20,0.0,False,False,0.0738152893588522,demand,1.0
0.6,0.5,88.06396150450055,376.3995875879836,18.79630969570575,69.26765180879481,43.5,0.5650000000000001,0.4444080283315667,0.596546932993319,0.5555919716684334,0.7143986501000639,0.9083480451029404,0.42655815253669627,0.42537457897957437,153.5482289288471,153.24689365211083,0.5585352071991718,0.0,0.9,1.0,0.0,0.0,0.0,81.93833900968188,92.2463072357242,20,0.0,False,False,0.11705092582640092,demand,1.0
0.6,0.55,88.97048443914512,414.68193951272053,20.68972355484367,68.28076088430146,42.57058823529412,0.5742941176470588,0.43055254600290455,0.596546932993319,0.5694474539970955,0.7211499833153943,0.9084826696417982,0.44208433729165586,0.44208433729165586,159.4404929831768,159.4404929831768,0.5118775823719587,0.0,0.9,1.0,0.0,0.0,0.0,83.95519105198262,92.43283507956792,20,0.0,False,False,0.0952860275070652,demand,1.0
0.6,0.6,91.15539498524312,461.6231388718426,23.049333221656326,68.10606176358678,42.41960784313726,0.5758039215686275,0.418742004992508,0.596546932993319,0.581257995007492,0.7219659779931347,0.9081429895938203,0.45077404320298387,0.45077404320298387,165.93784799107715,165.93784799107715,0.47139358305850837,0.0,0.9,1.0,0.0,0.0,0.0,86.62751090434752,95.2764252562566,20,0.0,False,False,0.09488099254365835,demand,1.0
0.6,0.65,93.9766194947629,512.0456882174909,25.642776573184488,68.33384292157841,42.733333333333334,0.5726666666666667,0.4091977673946955,0.596546932993319,0.5908022326053045,0.7193551564746468,0.9079480266235718,0.4542944974691322,0.4542944974691322,172.17026240518126,172.17026240518126,0.43820034800000085,0.0,0.9,1.0,0.0,0.0,0.0,87.37276738833916,98.99321321881837,20,0.0,False,False,0.12365252009439213,demand,1.0
0.7,0.35,92.86333753948179,271.8375728540639,13.527324215702128,79.33601332377967,54.4156862745098,0.455843137254902,0.5271312888112072,0.613353217974504,0.4728687111887928,0.6291113644279351,0.9081891642438956,0.31673611985535144,0.23224692382719506,135.90521257944087,120.98668171324883,0.7677620703138155,0.0,0.9,1.0,0.0,0.0,0.0,90.17282143791623,96.53194191330275,20,0.0,False,False,0.068478267569081,demand,1.0
0.7,0.4,89.65602798653066,301.54173255243023,15.123032714193187,74.53299527233746,48.97941176470589,0.5102058823529412,0.4915304895378999,0.613353217974504,0.5084695104621001,0.6729667020110158,0.9082533200326532,0.3672382422529081,0.3316910891591009,141.67815653438421,134.17333831073424,0.6684748989466471,0.0,0.9,1.0,0.0,0.0,0.0,86.83268352072227,94.94551703380493,20,0.0,False,False,0.09048843335220563,demand,1.0
0.7,0.45,87.98878499623112,333.9978692188518,16.727727996724187,71.26105699950693,45.45,0.5455,0.4647172981338185,0.613353217974504,0.5352827018661814,0.7001903776845415,0.9084827219882975,0.4032850083906868,0.40080028675358037,147.4419486944765,146.84371901126036,0.5924481485396241,0.0,0.9,1.0,0.0,0.0,0.0,85.22089364322477,92.31051764675281,20,0.0,False,False,0.08057417776403798,demand,1.0
0.7,0.5,87.44585499901757,368.4714636692226,18.418111179706216,69.02774381931135,43.154901960784315,0.5684509803921569,0.444069887597344,0.613353217974504,0.555930112402656,0.7173365010194808,0.9087813529442291,0.42872041829243557,0.42872041829243557,153.0594564123471,153.0594564123471,0.5335157620823895,0.0,0.9,1.0,0.0,0.0,0.0,85.18343888132826,89.49429455122734,20,0.0,False,False,0.049297427190202615,demand,1.0
0.7,0.55,89.08879839719593,407.42317056791364,20.59700191058613,68.4917964866098,42.54803921568627,0.5745196078431373,0.42965954098493364,0.613353217974504,0.5703404590150664,0.7219334866050381,0.9087520955832646,0.4392372030553019,0.4392372030553019,158.8377468418524,158.8377468418524,0.4921713775196911,0.0,0.9,1.0,0.0,0.0,0.0,85.91801838461205,93.58191579661478,20,0.0,False,False,0.08602537636475684,demand,1.0
0.7,0.6,88.57627049478722,445.5923010516511,22.139704479559335,66.4365660152279,40.75,0.5925,0.41392168508700716,0.613353217974504,0.5860783149129929,0.7340217174612451,0.9081841740945931,0.460200397961897,0.460200397961897,164.0511230084506,164.0511230084506,0.4468351017525875,0.0,0.9,1.0,0.0,0.0,0.0,82.46603467987197,92.4267691480541,20,0.0,False,False,0.11245375779022368,demand,1.0
0.7,0.65,90.98229629598413,494.24880945746406,24.56455670077367,66.41773959521045,40.67647058823529,0.5932352941176471,0.4023220024276828,0.613353217974504,0.5976779975723173,0.7348257497103851,0.9084257457398988,0.4653779399266574,0.4653779399266574,170.11946924089858,170.11946924089858,0.4138311456384137,0.0,0.9,1.0,0.0,0.0,0.0,83.81708339085644,98.64053751646762,20,0.0,False,False,0.16292679707036006,demand,1.0
0.8,0.35,94.68405145198325,268.2195634350056,13.424322989194778,81.25972846278847,56.39509803921569,0.43604901960784315,0.5358524953178961,0.6306329798931225,0.46414750468210375,0.6132943846708274,0.9076111682076814,0.30765866087700044,0.25606598226780525,136.75390828231812,127.29323140572312,0.7440103210789492,0.0,0.9,1.0,0.0,0.0,0.0,92.66608100553464,97.2618801951221,20,0.0,False,False,0.04853826086981625,demand,1.0
0.8,0.4,89.38510193602504,293.83615584965315,14.65918803303688,74.72591390298815,49.37352941176471,0.506264705882353,0.49686289932841754,0.6306329798931225,0.5031371006715825,0.6693522090277779,0.9082912750147024,0.3682710534787896,0.35818659165184485,141.48662746515745,139.30574519623838,0.6411212881056482,0.0,0.9,1.0,0.0,0.0,0.0,87.30712199664227,92.16561572313472,20,0.0,False,False,0.054354625337562294,demand,1.0
0.8,0.45,87.61646525777812,326.06212949118924,16.280344978848554,71.33612027892954,45.588235294117645,0.5441176470588236,0.4681595609246131,0.6306329798931225,0.5318404390753869,0.6990171274918515,0.9083199545464268,0.4040136938035371,0.4040136938035371,147.00092280665214,147.00092280665214,0.5664409308328928,0.0,0.9,1.0,0.0,0.0,0.0,85.5446487920763,90.4094757872257,20,0.0,False,False,0.05552411845007097,demand,1.0
0.8,0.5,87.80419739212648,364.29409006804883,18.252371361149613,69.55182603097687,43.44313725490196,0.5655686274509805,0.4451366637778461,0.6306329798931225,0.5548633362221539,0.7157470438506606,0.9084192166734457,0.42622532010614245,0.42622532010614245,153.01559050266454,153.01559050266454,0.5080956192353009,0.0,0.9,1.0,0.0,0.0,0.0,85.91371405494645,91.72012836870209,20,0.0,False,False,0.06612912009006425,demand,1.0
0.8,0.55,88.01982839791827,398.62872977555895,20.05456247112253,67.96526592679575,41.8921568627451,0.5810784313725491,0.4282104154327392,0.6306329798931225,0.5717895845672609,0.7271260192004976,0.9090276851044943,0.4428974622937634,0.4428974622937634,157.97217125124777,157.97217125124777,0.46588194278429407,0.0,0.9,1.0,0.0,0.0,0.0,83.97382931289798,91.67566481876152,20,0.0,False,False,0.08750114202728547,demand,1.0
0.8,0.6,87.95617814136776,435.00103518482865,21.784413771054684,66.17176437031307,40.294117647058826,0.5970588235294118,0.41213548087676977,0.6306329798931225,0.5878645191232302,0.7379438536175899,0.9086914228963539,0.4601401703822086,0.4601401703822086,162.89379898193525,162.89379898193525,0.4263331120391272,0.0,0.9,1.0,0.0,0.0,0.0,84.13494021481881,91.41786925309815,20,0.0,False,False,0.08280179052998222,demand,1.0
0.8,0.65,90.06086093505039,481.5036756044965,24.179624866531633,65.88123606851875,39.93529411764706,0.6006470588235294,0.398905145395745,0.6306329798931225,0.6010948546042549,0.7407171838356227,0.9089214473885825,0.4662466780374796,0.4662466780374796,168.69753468707114,168.69753468707114,0.39466597194943687,0.0,0.9,1.0,0.0,0.0,0.0,85.62334120888198,93.72965977532608,20,0.0,False,False,0.09000933904340726,demand,1.0
0.9,0.35,95.5680938681854,262.1858032109271,13.11489003504588,82.45320383313951,57.8,0.422,0.5442040012868099,0.6483995578309835,0.4557959987131901,0.6014430747787326,0.9074139543892304,0.30176090668038696,0.2832188731313986,136.86570373236935,133.37136292859938,0.7167095229850323,0.0,0.9,1.0,0.0,0.0,0.0,93.04645169261748,98.11627865912249,20,0.0,False,False,0.053049367851761134,demand,1.0
